Gene	full_length	coding_length	GC	CpG	RepliSeq_ENCFF001GNK_GM12878	RepliSeq_ENCFF001GNN_GM12878	RepliSeq_ENCFF001GOW_HeLa-S3	RepliSeq_ENCFF001GRX_K562	RepliSeq_ENCFF001GOA_GM12878	RepliSeq_ENCFF001GSJ_K562	RepliSeq_ENCFF001GSP_K562	RepliSeq_ENCFF001GTK_MCF-7	RepliSeq_ENCFF001GNT_GM12878	RepliSeq_ENCFF001GNR_GM12878	RepliSeq_ENCFF001GNX_GM12878	RepliSeq_ENCFF001GSN_K562	RepliSeq_ENCFF001GSB_K562	RepliSeq_ENCFF001GTH_MCF-7	RepliSeq_ENCFF001GSX_MCF-7	RepliSeq_ENCFF001GSF_K562	RepliSeq_ENCFF001GON_HeLa-S3	RepliSeq_ENCFF001GOQ_HeLa-S3	RepliSeq_ENCFF001GOS_HeLa-S3	RepliSeq_ENCFF001GOJ_HeLa-S3	RepliSeq_ENCFF001GTD_MCF-7	RepliSeq_ENCFF001GTF_MCF-7	RepliSeq_ENCFF001GSV_MCF-7
TBC1D17	3.50156652983	0.959028218944	0.629	0.530	74.500	10.400	2.000	74.500	1.000	1.000	3.333	1.000	2.000	12.833	1.000	2.333	5.333	2.500	6.000	14.500	18.800	3.000	3.000	8.000	21.667	4.667	65.200
TBC1D19	7.42869515733	0.658097205351	0.401	0.252	3.410	1.667	5.097	10.768	5.743	40.052	5.829	16.848	44.181	15.309	31.362	18.396	7.548	32.000	6.196	20.279	22.873	39.342	19.143	4.333	13.787	24.311	7.803
TBC1D2	5.82588736542	1.47715921119	0.611	0.481	50.208	5.500	3.500	59.500	1.333	2.308	2.333	3.429	7.500	33.773	1.500	2.286	6.643	8.667	8.727	27.429	21.923	6.429	2.500	6.286	27.500	20.643	31.864
TBC1D20	4.75899599906	0.273814244587	0.548	0.430	63.125	6.429	3.500	79.071	1.333	1.500	1.250	1.500	5.714	23.900	1.500	2.571	6.455	4.167	8.000	10.867	22.182	3.500	3.500	6.571	13.200	5.111	67.900
TBC1D21	3.96624587322	0.0114956388378	0.534	0.348	17.500	2.333	2.500	13.857	1.333	45.692	1.667	2.000	27.429	47.000	4.500	21.750	4.500	3.000	6.000	14.000	33.000	37.500	8.500	4.000	38.167	25.833	25.800
TBC1D22A	8.6894005091	0.659924558402	0.572	0.596	32.000	3.667	4.976	24.532	3.510	29.867	3.889	1.933	27.810	34.466	11.487	9.914	5.791	4.521	6.349	38.070	31.462	26.130	16.500	5.207	35.949	19.664	37.067
TBC1D22B	6.23394556441	0.599317793698	0.500	0.466	62.146	7.300	2.667	68.897	1.000	2.364	2.143	1.000	1.000	29.233	1.000	2.000	5.231	2.700	7.250	19.567	43.286	9.476	1.571	5.667	48.548	15.120	24.897
TBC1D23	6.00979503339	1.06832686143	0.413	0.317	27.167	2.286	2.929	46.769	3.500	11.821	3.429	5.200	23.889	39.500	4.421	7.500	4.300	11.600	7.250	27.590	38.429	15.947	2.182	5.100	26.583	24.684	24.517
TBC1D24	4.93489387408	0.745882688902	0.622	0.605	58.692	7.615	3.333	60.182	1.000	1.500	4.000	1.000	5.000	28.231	1.000	1.600	5.000	2.000	5.500	28.846	27.556	14.000	2.000	5.500	27.400	5.500	59.273
TBC1D25	4.52299731273	1.12631213033	0.600	0.480	30.769	30.615	2.667	62.500	16.333	4.545	1.667	10.333	4.400	14.071	3.400	2.500	5.500	3.500	23.778	23.333	19.500	3.800	1.571	7.000	22.100	11.667	30.273
TBC1D26	3.64477921926	-0.415037499279	0.521	0.334	9.600	4.000	1.500	17.600	2.500	32.714	3.600	1.000	43.833	21.500	18.500	9.000	4.500	3.800	3.500	32.333	36.000	30.500	3.500	7.000	44.000	35.000	13.500
TBC1D28	3.15364322641	-0.666576266275	0.506	0.399	31.500	4.250	1.500	31.590	5.000	18.000	4.500	1.000	11.833	51.667	1.000	4.500	12.500	3.500	6.571	60.750	40.167	36.143	5.600	1.500	47.857	15.000	27.000
TBC1D29	1.9730601728	-1.15200309345	0.547	0.179	63.800	5.000	4.000	30.667	1.000	8.500	2.000	1.000	1.000	30.000	1.000	2.000	2.500	3.000	6.500	54.875	49.500	21.833	3.000	4.500	34.800	4.500	50.000
TBC1D2B	6.36925707875	1.5305702039	0.534	0.575	57.419	8.500	2.923	10.391	1.500	41.094	3.722	1.000	3.923	28.786	1.000	3.818	4.708	4.250	6.500	38.061	39.409	9.250	2.500	5.400	39.370	22.290	26.320
TBC1D3	6.01384186645	1.71984055506	0.587	0.561	32.129	4.667	4.222	7.182	3.000	31.788	3.000	3.556	10.818	51.222	2.857	17.714	8.111	8.312	9.529	39.613	25.227	24.529	23.944	6.167	33.000	18.842	31.679
TBC1D30	6.92507370869	1.19093085956	0.505	0.420	20.145	3.789	3.000	13.000	1.800	40.580	4.500	1.500	36.742	29.115	8.972	21.869	5.000	6.833	7.000	18.186	37.024	30.488	8.200	6.053	39.465	26.250	19.865
TBC1D31	6.31349982504	1.67716993882	0.399	0.347	17.829	2.222	2.444	57.130	2.000	8.190	1.800	1.500	26.195	51.574	1.875	3.588	4.056	3.308	7.643	28.122	28.500	3.900	2.429	7.667	34.036	11.278	41.552
TBC1D32	7.99439303971	1.91494715048	0.376	0.256	2.292	28.968	18.216	7.696	52.748	3.619	30.176	43.466	1.826	1.500	15.011	6.673	51.389	24.000	14.922	1.960	10.390	25.690	38.378	7.197	4.868	9.094	5.018
TBC1D3B	3.44903306003	0.719840555064	0.585	0.547	37.200	6.857	5.571	9.000	2.500	35.000	7.571	3.000	11.273	42.300	1.000	17.700	7.556	9.000	9.250	27.250	15.200	29.714	26.167	7.000	25.875	30.375	22.100
TBC1D3C	6.01509162942	1.71984055506	0.587	0.561	32.129	4.667	4.222	7.182	3.000	31.788	3.000	3.556	10.818	51.222	2.857	17.714	8.111	8.312	9.529	39.613	25.227	24.529	23.944	6.167	33.000	18.842	31.679
TBC1D3D	6.01330592215	1.71984055506	0.587	0.561	32.129	4.667	4.222	7.182	3.000	31.788	3.000	3.556	10.818	51.222	2.857	17.714	8.111	8.312	9.529	39.613	25.227	24.529	23.944	6.167	33.000	18.842	31.679
TBC1D3E	6.01321657874	1.71984055506	0.587	0.561	32.129	4.667	4.222	7.182	3.000	31.788	3.000	3.556	10.818	51.222	2.857	17.714	8.111	8.312	9.529	39.613	25.227	24.529	23.944	6.167	33.000	18.842	31.679
TBC1D3F	10.7875263325	2.71984055506	0.586	0.551	37.826	6.542	4.795	29.804	3.333	24.684	4.837	4.272	20.113	38.188	3.963	9.798	7.127	10.296	8.263	36.635	28.657	30.406	20.348	5.907	32.910	26.381	24.064
TBC1D3G	10.7875149054	2.71984055506	0.586	0.549	37.826	6.542	4.795	29.804	3.333	24.684	4.837	4.272	20.113	38.188	3.963	9.798	7.127	10.296	8.263	36.635	28.657	30.406	20.348	5.907	32.910	26.381	24.064
TBC1D3H	10.7875720399	2.71984055506	0.586	0.549	37.826	6.542	4.795	29.804	3.333	24.684	4.837	4.272	20.113	38.188	3.963	9.798	7.127	10.296	8.263	36.635	28.657	30.406	20.348	5.907	32.910	26.381	24.064
TBC1D3I	6.01330592215	1.71984055506	0.587	0.561	32.129	4.667	4.222	7.182	3.000	31.788	3.000	3.556	10.818	51.222	2.857	17.714	8.111	8.312	9.529	39.613	25.227	24.529	23.944	6.167	33.000	18.842	31.679
TBC1D3K	6.01330592215	1.71984055506	0.587	0.561	32.129	4.667	4.222	7.182	3.000	31.788	3.000	3.556	10.818	51.222	2.857	17.714	8.111	8.312	9.529	39.613	25.227	24.529	23.944	6.167	33.000	18.842	31.679
TBC1D3L	6.01393117115	1.71984055506	0.587	0.561	32.129	4.667	4.222	7.182	3.000	31.788	3.000	3.556	10.818	51.222	2.857	17.714	8.111	8.312	9.529	39.613	25.227	24.529	23.944	6.167	33.000	18.842	31.679
TBC1D4	7.62574536653	1.96125288406	0.506	0.529	29.360	3.781	2.920	17.917	4.042	30.591	3.920	17.838	23.473	32.569	10.720	9.097	5.889	33.637	7.759	35.377	37.377	28.724	6.911	5.902	11.771	25.679	6.349
TBC1D5	9.19371754277	1.36120689024	0.454	0.249	24.554	4.538	19.463	6.829	1.971	29.446	24.477	43.201	27.797	42.304	4.886	35.471	6.065	18.038	31.234	13.812	19.113	23.000	24.768	9.034	1.820	4.425	4.667
TBC1D7	4.5626698261	0.0989584800882	0.447	0.505	55.667	7.889	3.000	12.750	2.500	49.067	2.286	2.500	5.286	28.778	1.000	9.556	4.444	16.250	8.000	22.467	31.222	38.100	14.000	2.800	28.500	37.000	7.500
TBC1D7-LOC100130357	5.95517328906	-0.186064929519	0.457	0.547	54.467	7.824	2.600	12.583	3.250	45.429	2.846	3.357	5.333	28.448	1.333	10.464	5.125	17.583	7.667	22.812	27.611	39.067	18.294	2.750	25.500	39.000	7.167
TBC1D8	7.17212743688	1.79285535236	0.534	0.552	5.065	2.077	2.667	6.375	10.660	43.074	6.100	1.000	28.484	7.853	46.947	26.095	6.030	6.033	6.423	14.094	39.780	22.071	3.529	5.733	41.083	29.214	16.093
TBC1D8B	6.19886735163	1.77357442277	0.396	0.226	4.000	21.059	16.913	7.429	31.940	15.939	21.189	35.378	8.944	1.500	32.163	47.880	6.571	37.900	10.000	2.154	7.722	27.233	36.649	7.263	2.100	8.944	5.722
TBC1D9	7.0825322895	1.92523990549	0.511	0.464	13.296	8.739	8.857	9.638	29.133	4.690	42.716	2.615	14.760	14.729	19.688	27.315	13.536	9.838	5.000	2.850	14.731	36.115	29.452	4.625	33.396	29.189	19.229
TBC1D9B	5.51683462731	1.90689059561	0.599	0.491	31.905	3.000	1.500	41.577	1.500	13.611	3.500	1.000	25.733	31.737	6.100	2.000	3.500	4.556	7.889	37.231	38.800	13.889	3.222	4.500	33.944	11.889	41.500
TBCA	6.41264605466	-1.10469737867	0.381	0.738	7.409	2.400	3.438	6.647	2.000	41.509	4.529	3.333	58.000	26.628	4.625	36.667	4.529	18.571	6.368	7.346	9.920	48.529	29.471	3.000	24.606	35.000	12.192
TBCB	3.45457073743	-0.450084446378	0.604	0.724	52.167	5.500	2.500	36.900	2.000	15.000	2.000	1.000	8.500	30.500	2.000	3.500	4.667	3.000	7.500	37.625	17.400	9.333	4.000	7.400	35.000	15.667	37.286
TBCC	0.723340120251	0.0538064436958	0.594	0.755	63.000	11.400	3.000	44.000	1.500	5.000	2.667	1.000	1.000	22.500	1.000	1.000	4.500	3.500	8.500	41.667	30.500	5.000	3.000	7.333	24.833	7.333	55.167
TBCCD1	4.61335484122	0.781569544816	0.461	0.306	24.455	2.857	4.400	9.000	1.909	36.267	2.800	23.455	29.923	37.600	4.143	2.333	3.600	37.833	8.600	47.400	26.111	37.182	15.429	5.167	8.000	16.400	6.571
TBCD	7.57835759441	1.83834673652	0.577	0.622	29.514	3.038	3.000	22.625	1.125	21.049	2.167	1.471	16.950	49.975	1.500	2.971	4.952	2.615	7.571	49.461	42.152	22.269	3.214	5.214	28.724	6.750	53.257
TBCE	6.35065635909	0.820485342986	0.455	0.506	50.289	6.300	2.900	39.114	1.000	8.613	4.632	4.100	6.714	35.659	1.333	11.133	2.929	7.500	8.882	34.780	26.214	5.684	2.429	6.300	28.047	13.500	37.750
TBCEL	6.0597230003	0.347098670622	0.433	0.369	30.294	2.833	34.538	5.938	1.000	4.900	52.600	9.353	13.846	52.357	1.000	21.606	14.394	37.375	4.385	1.778	2.100	8.000	42.571	8.875	12.909	29.568	6.364
TBCK	8.08951933688	1.42169458118	0.419	0.247	4.000	5.577	14.584	7.797	32.362	7.039	42.418	12.742	16.691	3.656	43.657	26.795	14.087	25.469	6.211	3.083	16.826	28.623	32.650	5.509	20.420	31.000	7.279
TBK1	5.64558638591	1.12895322039	0.374	0.357	11.889	2.500	1.500	18.083	2.250	39.844	2.600	1.500	40.323	39.074	6.000	4.364	4.000	3.889	7.231	30.370	43.200	33.160	3.000	4.667	44.250	16.267	26.269
TBKBP1	4.07038932789	0.883620816286	0.680	0.672	67.000	10.000	2.000	66.571	1.667	1.500	4.000	1.000	1.333	19.167	1.000	2.500	6.800	3.400	6.500	18.400	38.000	7.500	2.000	5.500	27.000	5.500	56.000
TBL1X	8.00251125836	0.791605724705	0.545	0.661	4.224	34.775	3.086	11.225	18.458	39.243	6.125	8.623	18.000	5.371	19.589	31.406	6.000	23.910	7.025	10.559	30.139	38.191	15.765	4.029	19.516	32.039	9.875
TBL1XR1	7.47550647232	0.624802765253	0.424	0.189	11.397	2.926	3.500	13.731	4.269	36.558	3.474	14.052	43.022	21.026	18.416	9.625	4.065	21.820	8.324	38.250	17.814	40.619	24.246	4.600	18.837	30.348	9.824
TBL2	3.28347734194	0.423309237242	0.590	0.549	58.667	8.500	3.000	73.000	2.000	2.000	3.500	2.000	4.500	25.500	1.000	2.000	6.000	3.500	7.500	12.500	9.500	2.667	2.333	7.500	15.500	3.500	67.000
TBL3	2.74157484742	1.27738969881	0.637	0.544	71.667	9.000	2.667	85.600	1.000	1.500	2.667	1.000	1.000	16.800	1.000	1.500	3.000	2.400	8.333	5.500	7.500	2.500	2.500	7.000	3.500	3.000	82.600
TBP	4.21241369992	0.0243196791954	0.496	0.290	2.000	1.667	14.500	52.000	23.714	7.500	1.800	1.000	17.200	1.500	54.786	2.667	3.571	9.833	6.200	31.818	5.833	22.500	46.250	6.500	33.545	40.455	8.800
TBPL1	5.14286267838	-0.841662972833	0.373	0.369	2.200	3.500	3.000	24.235	5.583	29.500	2.200	4.667	42.368	11.500	35.200	7.000	5.778	17.300	6.444	32.316	47.647	21.111	1.500	4.500	24.615	28.067	18.529
TBPL2	4.71885477092	0.169925001442	0.473	0.399	28.412	3.400	3.000	10.375	1.500	30.308	3.500	2.000	15.000	49.882	1.000	4.667	4.600	5.667	5.800	46.136	27.333	4.400	2.429	8.429	45.000	25.636	16.000
TBR1	3.28894910458	1.03280614508	0.611	0.907	12.000	1.500	8.667	14.000	1.000	9.500	29.143	1.000	39.000	43.333	3.500	33.500	10.667	9.500	6.000	4.500	7.500	33.600	41.500	3.400	36.600	32.000	15.500
TBRG1	3.70940092929	0.302172799741	0.504	0.293	6.500	4.778	1.500	6.000	1.333	38.000	8.500	7.000	43.286	12.500	31.714	29.500	7.000	32.833	6.667	12.143	19.667	43.333	21.600	4.000	9.800	34.500	10.000
TBRG4	3.54201035554	0.945607703181	0.591	0.363	71.000	6.333	1.600	60.333	1.000	2.500	2.000	1.000	1.500	21.250	1.000	1.000	9.500	2.500	5.667	26.000	27.000	4.500	2.000	5.600	24.000	7.000	59.500
TBX1	4.74883688593	0.829443681367	0.685	0.928	25.500	1.800	3.000	55.091	1.000	3.571	2.667	1.000	22.000	49.714	1.000	1.000	4.600	3.000	7.182	32.786	33.000	4.000	1.000	5.400	8.200	4.000	76.556
TBX10	3.04579241851	0.207892851641	0.612	0.275	67.000	6.000	3.000	48.444	1.000	6.500	3.667	1.500	1.500	25.167	3.000	3.000	4.500	2.000	5.000	33.500	43.500	31.000	4.000	3.333	23.500	5.500	62.833
TBX15	6.73489925781	0.852797892819	0.525	0.309	2.333	3.522	48.517	8.525	37.581	7.794	51.519	48.750	14.237	3.231	39.667	20.390	10.606	21.429	19.290	1.500	2.364	4.647	17.684	24.586	2.500	3.533	4.136
TBX18	4.98818476881	0.864730922315	0.569	0.605	2.667	18.000	18.273	4.800	52.333	15.091	23.833	33.389	4.429	1.000	22.294	41.750	6.300	6.500	51.478	8.750	5.000	24.714	45.875	3.231	1.500	1.500	6.545
TBX19	5.06121456027	0.426533138117	0.553	0.363	9.846	1.600	2.333	21.053	1.000	24.526	3.000	4.500	42.308	43.263	2.333	1.400	3.286	29.222	5.167	46.500	32.556	7.900	1.500	7.333	18.333	35.938	6.643
TBX2	3.25866966867	1.09491164703	0.690	0.793	4.500	1.500	2.000	9.500	1.000	41.222	4.800	7.333	52.000	17.333	24.600	30.500	7.143	24.500	23.500	6.000	38.500	34.000	5.000	4.000	11.200	17.500	17.000
TBX20	5.69125497865	0.424384671538	0.531	0.407	3.900	3.750	34.517	10.769	14.353	2.167	49.133	16.750	30.719	16.364	31.630	26.176	10.421	26.476	6.111	2.250	2.222	9.947	42.483	7.500	19.105	18.333	12.250
TBX21	3.68661257682	0.682573297348	0.630	0.667	71.500	8.000	1.500	67.200	2.000	2.000	3.500	2.000	1.000	16.500	1.000	1.500	7.000	3.500	8.333	18.600	47.143	9.500	2.000	4.000	29.167	7.000	50.200
TBX22	4.0886504541	0.641546029088	0.472	0.404	5.000	46.889	23.200	15.667	35.636	4.000	42.400	8.400	2.000	1.000	11.400	21.500	14.250	2.667	77.714	2.500	1.000	2.000	1.500	67.667	2.000	1.667	7.545
TBX3	3.79815422743	1.1563966166	0.616	0.785	2.000	21.400	3.500	10.429	48.833	4.000	37.300	31.500	2.000	1.000	25.286	38.500	7.143	39.000	10.500	2.500	24.500	43.000	18.500	3.500	2.500	10.500	5.500
TBX4	5.03090986375	0.711935356979	0.598	0.563	3.286	1.500	1.000	6.000	1.500	49.182	3.500	17.500	53.000	22.500	19.125	27.214	7.000	24.600	19.000	7.000	38.333	43.000	5.500	3.600	8.857	11.556	17.600
TBX5	5.76852841283	0.635986503746	0.557	0.499	2.917	22.481	51.238	11.684	47.900	12.963	17.120	45.389	2.333	1.500	22.480	49.839	5.250	21.462	19.941	4.250	1.333	3.200	19.905	23.722	2.333	3.429	7.111
TBX6	2.60667910442	0.387362540836	0.648	0.484	73.000	9.500	2.000	60.000	1.000	2.500	3.500	2.000	1.000	15.500	1.000	1.667	6.167	2.000	7.500	26.000	23.400	4.000	3.000	5.500	10.333	5.500	73.833
TBXA2R	3.62386686185	0.341416524479	0.675	0.725	46.875	4.400	3.000	83.167	1.000	1.500	2.500	2.000	3.667	43.778	1.000	1.667	3.667	2.000	9.000	7.667	8.000	3.000	2.000	7.500	11.000	3.667	72.000
TBXAS1	7.91933412285	0.822934048028	0.529	0.502	34.574	4.143	3.522	12.698	2.000	41.990	2.375	1.917	23.361	31.165	6.763	9.723	5.962	11.756	6.587	30.109	15.962	49.039	20.682	3.758	30.853	38.762	10.607
TC2N	6.4559025395	0.555816155062	0.395	0.279	9.037	1.400	3.167	14.233	1.833	36.949	3.231	6.895	42.791	39.814	5.200	6.067	6.591	12.591	7.250	35.574	34.233	36.645	8.385	6.000	36.833	19.971	15.853
TCAF1	5.6672676925	1.46675761573	0.549	0.355	3.333	1.800	33.375	6.100	18.750	23.609	17.704	27.000	21.231	8.909	47.389	36.292	5.947	32.294	7.286	12.857	2.571	15.429	33.450	11.800	10.818	16.846	5.778
TCAF2	6.76989072495	1.63133714413	0.571	0.226	6.500	8.323	27.643	17.450	27.632	22.130	14.529	25.806	19.550	8.100	55.417	32.522	13.353	40.054	7.682	22.208	16.111	15.143	48.000	8.111	19.704	20.150	9.000
TCAIM	6.15643706845	0.616357696997	0.399	0.229	5.190	1.500	4.786	17.286	2.111	19.515	1.800	8.200	53.222	25.425	12.513	6.471	6.167	32.944	7.250	48.974	26.300	42.111	10.684	3.818	13.556	31.222	6.778
TCAP	0.273814244587	-0.997117491467	0.651	0.397	72.600	6.667	2.000	50.143	1.000	4.500	2.000	1.500	1.000	19.500	1.000	2.500	6.000	2.667	8.000	35.714	26.600	4.000	2.000	5.667	12.800	5.500	69.000
TCEA1	5.80485380137	-0.147202107181	0.419	0.442	39.310	7.250	2.111	28.067	1.500	14.514	3.500	4.750	16.000	33.593	2.500	4.231	3.909	19.529	4.500	46.571	36.833	17.833	3.462	6.077	25.000	36.500	10.000
TCEA2	3.94260833611	-0.156820109743	0.602	0.666	61.714	10.400	3.333	72.286	1.000	3.667	2.500	1.000	4.800	22.500	1.000	3.000	5.200	2.500	8.500	14.000	19.500	5.500	2.333	6.500	17.000	6.000	65.111
TCEA3	5.45519568656	0.0621217119078	0.539	0.369	61.905	7.889	3.400	54.120	1.000	3.167	2.400	2.600	2.000	27.526	1.000	2.500	4.429	3.333	8.308	33.520	30.500	4.429	2.429	8.364	13.500	4.250	69.100
TCEAL1	1.1563966166	-1.06793882866	0.530	0.576	9.333	20.250	2.500	12.000	22.250	32.429	2.500	1.000	16.875	9.500	21.833	27.900	9.000	3.000	9.000	15.750	28.000	5.000	2.600	6.667	31.857	20.000	35.000
TCEAL2	1.017921908	-0.55427329665	0.471	0.299	2.500	37.000	45.600	4.500	35.000	5.500	30.571	43.800	3.667	1.000	21.500	51.500	8.333	24.500	14.833	3.806	2.667	1.000	9.333	42.000	3.500	10.000	3.500
TCEAL3	1.01578299724	-0.736965594166	0.537	0.493	6.000	23.500	2.667	13.500	21.333	26.111	2.500	1.000	17.000	10.000	22.000	31.875	8.125	4.000	8.000	18.429	32.000	8.500	3.000	6.000	33.000	17.500	36.800
TCEAL4	3.52431447022	0.102993993323	0.505	0.477	3.000	25.250	2.667	4.000	27.714	34.182	4.000	2.000	18.000	10.000	16.000	28.222	6.667	5.500	5.000	22.429	41.750	11.000	3.000	5.333	35.667	17.333	34.600
TCEAL5	1.66902676551	-0.694321256758	0.524	0.457	1.000	21.571	15.800	31.800	27.333	14.800	6.000	8.500	14.000	3.000	33.500	9.167	8.250	26.200	6.500	30.571	5.500	24.000	45.000	5.667	20.500	32.000	6.333
TCEAL6	1.29631056071	-0.865121945657	0.536	0.538	1.500	41.000	46.500	4.000	33.000	6.500	26.200	42.600	3.333	1.000	21.500	57.143	6.000	23.500	17.000	3.621	2.667	1.000	8.500	43.000	2.500	10.400	3.500
TCEAL7	1.09828479572	-1.73696559417	0.440	0.590	4.000	21.000	10.000	20.167	28.750	25.286	3.667	6.500	12.167	8.500	26.000	8.400	5.000	23.000	6.333	37.556	11.000	36.333	29.667	2.000	23.333	33.286	7.400
TCEAL8	1.13684760419	-1.51045706436	0.481	0.411	2.000	21.000	19.000	33.429	22.429	12.500	9.500	7.000	12.000	2.000	40.429	8.200	7.000	29.600	6.500	29.571	5.000	20.500	46.571	4.667	16.600	31.667	8.500
TCEAL9	1.01292617444	-1.6803820658	0.394	0.181	2.750	23.286	9.500	25.200	27.667	21.800	4.000	4.000	11.500	10.000	24.750	12.571	4.600	21.000	7.000	32.600	14.200	36.875	27.857	2.333	26.833	32.667	9.333
TCEANC	3.62093824439	0.192825403552	0.436	0.313	32.143	5.600	1.500	18.400	15.800	14.600	6.857	11.000	15.750	14.500	15.600	12.714	12.000	23.250	8.333	36.100	22.500	7.000	5.500	8.333	21.857	25.833	10.167
TCEANC2	5.88137096087	-0.6803820658	0.436	0.678	18.476	2.500	3.333	19.167	1.833	11.913	1.500	1.500	26.821	49.875	1.500	2.000	4.818	3.462	5.444	61.852	42.467	8.615	1.667	5.667	38.263	9.529	41.583
TCERG1	6.004433975	1.71984055506	0.474	0.401	2.667	2.286	4.357	9.450	4.467	28.463	2.833	7.357	45.585	18.724	27.219	3.900	6.308	26.095	6.538	49.059	18.955	40.880	22.871	5.333	19.900	35.800	5.833
TCERG1L	7.77695934739	0.813935070481	0.599	0.674	2.429	50.077	53.371	8.290	42.182	6.098	47.295	44.257	1.000	1.000	4.500	29.320	9.696	13.146	33.235	1.909	1.000	1.500	10.795	32.067	1.462	2.385	5.447
TCF12	8.54369693112	1.18332770604	0.460	0.276	13.046	4.345	4.833	20.350	3.810	20.995	5.280	19.890	37.781	27.229	19.006	12.277	5.476	18.581	18.160	39.083	24.573	35.009	20.573	4.964	16.772	19.133	9.505
TCF15	2.64938552918	-0.744197163397	0.757	1.070	27.800	3.600	2.500	52.800	1.000	3.000	1.500	1.500	18.800	47.429	2.000	1.000	5.333	2.500	7.500	36.500	43.000	31.333	3.000	5.500	38.000	9.500	40.200
TCF19	2.50893566186	0.0496307677246	0.626	0.386	40.500	5.667	2.000	8.000	1.000	38.429	2.500	1.000	7.000	45.500	1.000	1.500	4.500	3.000	4.667	46.000	31.500	10.000	2.667	7.000	46.200	12.400	32.667
TCF20	6.9532070271	2.55949181321	0.521	0.267	61.683	5.586	2.154	25.171	1.800	8.512	4.895	1.333	1.167	29.520	1.250	3.692	6.500	3.500	7.720	53.817	42.537	20.146	2.077	5.407	40.692	7.517	40.000
TCF21	2.68189898322	-0.897006006677	0.615	0.730	2.333	3.333	3.667	20.600	12.500	35.750	3.500	11.167	36.000	5.500	40.167	9.400	3.333	27.000	3.500	28.667	45.000	23.000	1.000	5.250	19.500	27.333	11.500
TCF23	1.95419631039	-0.63935479754	0.642	0.439	58.600	6.500	3.500	55.833	1.500	3.000	2.000	1.000	4.500	29.000	1.000	1.500	7.500	3.500	6.667	29.800	45.000	8.000	2.000	5.000	20.333	5.500	63.000
TCF24	4.00809242095	-0.997117491467	0.705	1.015	8.667	1.000	4.667	11.286	1.500	34.917	2.000	1.333	50.500	29.600	8.500	6.500	10.083	3.000	10.111	34.846	42.111	29.667	5.333	3.500	39.125	13.000	33.333
TCF25	5.24027616229	1.02005765234	0.594	0.609	70.385	7.273	3.667	70.050	1.000	3.429	2.400	1.400	2.500	19.071	1.000	1.500	5.545	2.333	5.800	18.824	24.000	4.500	1.667	7.400	16.000	4.800	70.000
TCF3	5.42780727796	1.13027195452	0.670	0.623	70.125	8.765	2.600	77.842	1.500	1.500	2.600	1.500	1.667	17.364	1.000	3.900	4.250	2.333	6.857	11.000	22.286	2.500	2.429	6.000	13.700	2.143	73.357
TCF4	8.69231211156	1.40816837071	0.499	0.357	6.947	4.383	41.198	20.733	13.606	35.640	3.122	35.696	31.493	14.007	34.660	20.137	6.769	17.622	34.327	20.328	1.357	7.708	26.509	32.453	3.229	6.346	6.488
TCF7	5.06746662944	0.500802053057	0.633	0.635	72.091	9.667	2.600	27.500	1.500	15.308	4.000	1.000	1.000	15.727	1.000	3.600	3.000	2.333	6.556	46.524	48.900	9.000	2.400	4.556	27.400	4.500	58.000
TCF7L1	7.4670267258	0.818850560895	0.642	0.569	30.297	3.429	2.833	27.167	1.000	13.964	2.500	1.400	12.708	52.072	1.444	3.417	5.806	2.789	7.485	53.252	43.844	22.312	3.182	5.500	37.426	9.828	42.355
TCF7L2	7.76439392986	1.14795788139	0.554	0.639	3.094	3.500	2.353	19.680	18.652	37.303	4.038	2.944	20.623	2.519	53.789	10.266	6.000	11.281	5.571	25.260	28.259	34.075	10.674	5.273	35.862	31.482	15.795
TCFL5	4.37503943135	0.59072177001	0.607	0.966	56.300	3.400	2.667	59.357	1.000	4.000	3.667	1.000	5.167	34.300	1.611	1.000	3.800	2.400	8.500	28.385	17.833	6.333	2.667	5.667	17.000	5.500	64.444
TCHH	3.19187844255	2.54324840164	0.602	0.813	5.333	1.000	1.667	8.000	4.667	41.000	3.333	2.000	51.400	19.000	17.200	19.500	4.000	10.500	8.000	24.143	47.333	19.500	4.500	5.500	36.000	30.500	13.500
TCHHL1	2.29895151647	1.43935717847	0.472	0.040	7.000	1.000	3.500	9.143	1.667	37.750	4.000	2.000	54.000	23.000	13.286	14.000	5.667	8.200	7.333	31.000	44.000	13.000	3.000	5.667	38.500	27.000	17.500
TCHP	4.15348109851	0.579180148127	0.570	0.532	64.700	7.000	3.500	31.600	2.500	8.500	1.500	1.500	4.000	20.500	1.000	2.000	4.429	2.429	8.500	52.727	27.500	4.571	2.000	5.500	28.250	10.400	49.143
TCIM	0.880489626688	-1.65290132938	0.472	0.624	4.000	9.667	4.500	5.500	37.500	3.000	37.400	10.000	9.500	5.400	34.167	25.556	20.200	20.800	7.500	7.833	32.200	15.500	5.000	6.667	25.857	23.714	12.500
TCIRG1	3.5734957155	1.31614574229	0.650	0.514	59.000	3.500	3.000	41.333	1.333	11.833	2.200	1.000	3.500	34.000	1.000	2.500	4.500	2.000	6.500	37.778	23.500	3.000	2.000	5.500	19.333	4.500	67.500
